gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,InactiveDays,SubscriptionType,Churn,charge_per_tenure,service_count,is_high_value,contract_risk_score,payment_risk_score,engagement_score,tenure_band,charge_band,total_charge_ratio,has_streaming,has_security,churn_probability,churn_label,risk_score,risk_category,cluster_id,segment,top_action
1,0,0,0,32,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Electronic check,90.88,2941.7,19,Premium,0,2.753939393939394,3,1,0,3,20.5,2,3,1.011533065580986,1,0,0.4338,No Churn,34,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
0,0,0,0,12,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),100.68,1209.17,84,Premium,1,7.744615384615385,3,1,2,0,0.0,1,3,1.0008359819891406,1,0,0.775,Churn,94,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,1,30,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,89.33,2697.79,69,Premium,1,2.881612903225806,3,1,2,3,0.0,2,3,1.0066756222247097,1,0,0.8422,Churn,97,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,34,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,95.17,3232.82,65,Premium,1,2.7191428571428573,4,1,2,2,7.5,2,3,0.9990852282911693,1,1,0.7348,Churn,91,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,1,31,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,84.86,2673.14,10,Premium,1,2.651875,2,1,2,3,15.0,2,2,1.0161480388951822,0,0,0.7713,Churn,94,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,34,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),52.21,1786.18,69,Standard,0,1.4917142857142858,1,0,2,0,0.0,2,1,1.0062192277792175,0,1,0.6014,Churn,73,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.34,623.75,43,Basic,1,0.635625,0,0,2,3,0.0,2,0,0.9892314524058744,0,0,0.7597,Churn,93,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,1,25,1,No,DSL,No,Yes,No,Yes,No,No,One year,1,Electronic check,59.3,1504.2,2,Standard,1,2.2807692307692307,2,0,1,3,19.0,2,1,1.014637436762226,0,1,0.2661,No Churn,9,Low,0,Loyal,No action required.
0,0,1,0,33,1,No,DSL,No,No,No,No,No,Yes,Two year,0,Credit card (automatic),57.02,1884.22,10,Standard,0,1.677058823529412,1,0,0,0,5.0,2,1,1.0013605008343696,1,0,0.1357,No Churn,3,Low,3,Premium,No action required.
1,0,0,0,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,28.75,1638.78,28,Basic,0,0.5043859649122807,1,0,0,3,0.0,3,0,1.0178757763975155,0,0,0.2939,No Churn,11,Low,3,Premium,No action required.
0,1,1,0,51,0,No phone service,Fiber optic,No,No,No,No,No,No,One year,1,Credit card (automatic),74.9,3855.8,13,Standard,1,1.4403846153846156,0,1,1,0,0.0,3,2,1.0093981517840782,0,0,0.2896,No Churn,11,Low,3,Premium,No action required.
0,1,1,1,27,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),32.28,881.39,4,Basic,0,1.1528571428571428,1,0,1,0,8.0,2,0,1.0112786268300518,0,0,0.153,No Churn,3,Low,3,Premium,No action required.
1,1,1,0,25,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,0,Credit card (automatic),88.58,2234.16,2,Premium,0,3.4069230769230767,2,1,1,0,19.0,2,3,1.0088778505305938,1,0,0.1921,No Churn,4,Low,0,Loyal,No action required.
1,1,1,1,14,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,83.11,1162.07,70,Premium,1,5.540666666666667,2,1,2,3,0.0,1,2,0.9987366141258572,0,1,0.8768,Churn,98,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,21,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),77.03,1646.34,23,Standard,1,3.5013636363636365,1,1,2,0,0.0,1,2,1.0177481871627008,0,1,0.6138,Churn,76,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,80.79,103.66,89,Premium,0,40.395,1,1,2,3,0.0,0,2,1.2830795890580515,0,0,0.8956,Churn,98,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,1,26,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,33.85,876.93,28,Basic,1,1.2537037037037038,1,0,2,3,0.0,2,0,0.9963981365753891,0,0,0.7371,Churn,91,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,1,51,1,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),91.8,4728.47,11,Premium,0,1.7653846153846153,3,1,1,0,24.5,3,3,1.0099683882267505,0,1,0.2478,No Churn,7,Low,0,Loyal,No action required.
0,0,0,1,27,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.57,2515.66,26,Premium,1,3.2703571428571427,3,1,2,3,17.0,2,3,1.0175012841825117,1,1,0.8381,Churn,97,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,1,1,1,14,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,33.98,484.35,2,Basic,0,2.265333333333333,1,0,2,2,9.0,1,0,1.0181409232321534,0,0,0.4055,No Churn,28,Medium,3,Premium,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,15,1,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),81.0,1244.42,34,Premium,0,5.0625,2,1,2,0,3.0,1,2,1.0242139917695474,1,0,0.7095,Churn,89,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,15,1,No,DSL,No,No,No,No,Yes,Yes,One year,0,Electronic check,60.62,951.6,4,Standard,0,3.78875,2,0,1,3,18.0,1,1,1.046519300560871,1,0,0.2136,No Churn,5,Low,0,Loyal,No action required.
1,0,0,1,21,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,58.68,1231.89,43,Standard,0,2.6672727272727275,2,0,2,3,0.0,1,1,0.9996835134871945,1,0,0.7695,Churn,94,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,33,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,97.94,3249.56,53,Premium,0,2.8805882352941174,4,1,2,2,13.5,2,3,1.0054269466154293,1,1,0.7147,Churn,90,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,21,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,80.8,1726.12,1,Premium,1,3.6727272727272724,2,1,2,2,19.5,1,2,1.0172795851013672,0,1,0.6529,Churn,82,High,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
0,0,1,1,32,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,30.39,1013.88,71,Basic,1,0.9209090909090909,1,0,2,2,0.0,2,0,1.0425715695952615,0,0,0.5537,Churn,63,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,1,0,42,1,Yes,Fiber optic,No,No,No,No,No,No,One year,0,Bank transfer (automatic),80.33,3419.31,28,Premium,0,1.8681395348837209,1,1,1,0,0.0,2,2,1.01347121694439,0,0,0.243,No Churn,7,Low,3,Premium,No action required.
1,0,0,1,26,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Mailed check,85.38,2223.77,12,Premium,1,3.1622222222222223,2,1,2,2,14.0,2,3,1.0017523469737102,1,0,0.5643,Churn,66,Medium,0,Loyal,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
0,1,1,0,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,51.43,99.58,87,Standard,1,25.715,1,0,2,2,0.0,0,1,1.9362239937779506,0,0,0.6957,Churn,88,High,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,0,0,56,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,0,Electronic check,73.54,4130.4,24,Standard,1,1.2901754385964914,1,1,0,3,0.0,3,2,1.0029527176657986,0,0,0.364,No Churn,20,Medium,3,Premium,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,0,1,0,17,0,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,81.27,1408.83,60,Premium,1,4.515,1,1,2,3,0.0,1,2,1.0197164136972618,1,0,0.8442,Churn,97,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,1,0,16,1,No,Fiber optic,Yes,No,Yes,No,No,No,One year,0,Electronic check,84.06,1349.14,20,Premium,1,4.944705882352942,2,1,1,3,10.0,1,2,1.0031078991196765,0,1,0.4012,No Churn,27,Medium,2,Inactive,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
0,0,0,1,13,1,No,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),80.62,1076.01,16,Premium,1,5.758571428571429,2,1,1,0,12.0,1,2,1.026668320516001,1,0,0.2548,No Churn,8,Low,0,Loyal,No action required.
0,0,0,0,27,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,79.93,2179.22,86,Standard,1,2.8546428571428573,1,1,2,3,0.0,2,2,1.009781707141897,0,1,0.8886,Churn,98,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,0,1,25,0,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),96.19,2398.5,38,Premium,0,3.6996153846153845,4,1,2,0,21.0,2,3,0.9974009772325606,1,1,0.6438,Churn,81,Medium,0,Loyal,"Enrol in Senior Care tier: priority call routing, simplified billing PDF, and a dedicated account manager for all service queries."
0,0,0,1,2,0,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,88.53,177.47,62,Premium,1,29.51,3,1,2,3,0.0,0,3,1.0023155992318988,1,0,0.8674,Churn,98,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
1,0,1,1,27,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,0,Electronic check,86.3,2341.37,79,Premium,1,3.082142857142857,2,1,2,3,0.0,2,3,1.0048367022874554,1,1,0.8582,Churn,97,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,14,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,49.19,688.67,73,Basic,1,3.279333333333333,1,0,2,3,0.0,1,1,1.0000145209537363,0,0,0.7989,Churn,95,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,51,1,No,DSL,No,No,No,No,Yes,No,One year,0,Mailed check,51.67,2631.02,16,Standard,0,0.9936538461538462,1,0,1,2,2.0,3,1,0.9984251490416177,1,0,0.1258,No Churn,2,Low,3,Premium,No action required.
1,0,0,0,33,1,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),63.57,1573.92,31,Standard,1,1.869705882352941,3,0,2,0,14.5,2,1,0.7502681367712043,1,0,0.5475,Churn,62,Medium,0,Loyal,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,10,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),82.89,858.61,19,Premium,0,7.535454545454545,1,1,2,0,0.5,1,2,1.0358426830739536,0,0,0.6986,Churn,88,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,1,1,0,34,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,1,Credit card (automatic),57.77,2001.04,1,Standard,0,1.6505714285714286,2,0,1,0,19.5,2,1,1.0187661008665194,0,1,0.173,No Churn,4,Low,3,Premium,No action required.
1,0,1,0,22,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,88.0,1953.02,86,Premium,1,3.8260869565217392,3,1,2,2,0.0,1,3,1.0087913223140497,0,1,0.6963,Churn,88,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,56,1,No,Fiber optic,No,No,No,Yes,No,No,One year,1,Electronic check,74.65,4182.51,18,Standard,1,1.3096491228070177,1,1,1,3,1.0,3,2,1.0005047363888622,0,1,0.4272,No Churn,33,Medium,3,Premium,Apply a 15 % loyalty discount for the next 3 billing cycles. Bundle with complimentary device protection to increase perceived value.
1,0,0,0,10,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),113.77,1176.58,47,Premium,1,10.342727272727272,6,1,2,0,36.5,1,3,1.0341742111277137,1,1,0.6729,Churn,85,High,0,Loyal,Send a personalised re-engagement email with the top 3 features the customer has not yet used. Follow up with a push notification after 3 days.
1,0,1,0,31,1,No,Fiber optic,No,No,No,No,No,Yes,One year,1,Bank transfer (automatic),77.06,2408.89,24,Standard,0,2.408125,1,1,1,0,0.0,2,2,1.0083847525597982,1,0,0.2653,No Churn,9,Low,3,Premium,No action required.
1,1,1,0,55,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Electronic check,91.92,5092.18,10,Premium,0,1.6414285714285715,3,1,0,3,25.0,3,3,1.0072355407864546,1,1,0.4299,No Churn,33,Medium,0,Loyal,"Enrol in Senior Care tier: priority call routing, simplified billing PDF, and a dedicated account manager for all service queries."
0,0,0,1,34,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,52.52,1819.2,9,Standard,1,1.5005714285714287,2,0,2,3,15.5,2,1,1.01877156041396,0,1,0.7252,Churn,90,High,0,Loyal,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,69,1,Yes,DSL,Yes,No,No,No,No,No,Two year,1,Mailed check,59.35,4092.85,5,Standard,0,0.8478571428571429,2,0,0,2,17.5,3,1,0.9994383600112328,0,1,0.146,No Churn,3,Low,3,Premium,No action required.
1,0,0,0,5,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,86.6,439.84,29,Premium,1,14.433333333333332,3,1,2,2,15.5,0,3,1.015796766743649,1,1,0.6684,Churn,84,High,2,Inactive,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,1,0,32,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),77.81,2533.38,57,Standard,1,2.357878787878788,4,1,2,0,11.5,2,2,1.0174543760442103,1,1,0.5989,Churn,73,Medium,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,1,22,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,87.96,1973.08,23,Premium,0,3.824347826086956,2,1,2,3,8.5,1,3,1.0196163545413204,0,1,0.7867,Churn,95,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,1,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),21.57,98.72,33,Basic,0,3.595,0,0,2,0,0.0,0,0,0.9153453871117293,0,0,0.5173,Churn,54,Medium,1,Risky,Assign a dedicated Customer Success Manager for the first 90 days. Schedule a weekly check-in call and send a personalised onboarding kit.
0,0,0,0,27,1,No,DSL,No,Yes,No,No,Yes,Yes,Two year,0,Mailed check,64.06,1748.42,0,Standard,0,2.287857142857143,3,0,0,2,30.0,2,1,1.0108694395300701,1,0,0.0951,No Churn,2,Low,0,Loyal,No action required.
0,0,1,0,25,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),54.53,1392.97,43,Standard,1,2.0973076923076923,1,0,2,0,0.0,2,1,1.0218008435723456,1,0,0.6137,Churn,76,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
1,0,0,0,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,22.56,700.92,1,Basic,0,0.7277419354838709,0,0,2,3,0.0,2,0,1.0356382978723404,0,0,0.6948,Churn,88,High,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,42,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),103.89,4379.23,16,Premium,0,2.416046511627907,5,1,0,0,42.0,2,3,1.0036325050763397,1,1,0.2307,No Churn,6,Low,0,Loyal,No action required.
0,0,0,0,17,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),22.08,410.35,39,Basic,1,1.2266666666666666,0,0,2,0,0.0,1,0,1.0932171781756184,0,0,0.6031,Churn,74,Medium,1,Risky,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
0,0,0,0,14,1,Yes,DSL,No,No,No,No,No,No,One year,0,Electronic check,58.08,811.23,0,Standard,0,3.872,1,0,1,3,10.0,1,1,0.9976756198347108,0,0,0.2322,No Churn,6,Low,3,Premium,No action required.
1,0,0,1,16,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,102.29,1681.32,60,Premium,0,6.017058823529412,5,1,2,2,20.0,1,3,1.027299833805846,1,1,0.7097,Churn,89,High,2,Inactive,Offer a free month when the customer upgrades to an annual contract. Highlight the 10 % effective discount vs month-to-month pricing.
